Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Category Id 1,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url
,lemon-balm-tea,Lemon Balm Tea,,"Lemon balm tea is pleasantly mild, with subtle citrus notes. It has a pleasing lemon citric scent. It is traditionally used to support digestion and relieve nervous tension. Benefits attributed to: - Helps to relieve stress and reduce anxiety - Boosts cognitive function, mental clarity, concentration and relaxation - Eases insomnia and other sleep disorders - Assists in treating cold sores",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-LEMON-BALM-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,lemon-balm-tea,Lemon Balm Tea,,"Lemon balm tea is pleasantly mild, with subtle citrus notes. It has a pleasing lemon citric scent. It is traditionally used to support digestion and relieve nervous tension. Benefits attributed to: - Helps to relieve stress and reduce anxiety - Boosts cognitive function, mental clarity, concentration and relaxation - Eases insomnia and other sleep disorders - Assists in treating cold sores",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-LEMON-BALM-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,lemon-balm-tea,Lemon Balm Tea,,"Lemon balm tea is pleasantly mild, with subtle citrus notes. It has a pleasing lemon citric scent. It is traditionally used to support digestion and relieve nervous tension. Benefits attributed to: - Helps to relieve stress and reduce anxiety - Boosts cognitive function, mental clarity, concentration and relaxation - Eases insomnia and other sleep disorders - Assists in treating cold sores",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-LEMON-BALM-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,lemon-verbena-tea,Lemon Verbena Tea,,"Our first entrant in Blas na hEireann (2021) and our first Gold winner. It has a stunning taste and is beautifully calming. Lemon verbena tea has a bright, slightly sweet, herbaceous flavour with a hint of lemon. Its delicious taste makes it extremely popular amongst tea drinkers. It is also popularly taken to sooth the nerves and for weight loss. Benefits attributed to: - Aids in weight loss - Reduces joint pain - Boosts the immune system - Assists in reducing fever",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-LEMON-VERBENA-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,lemon-verbena-tea,Lemon Verbena Tea,,"Our first entrant in Blas na hEireann (2021) and our first Gold winner. It has a stunning taste and is beautifully calming. Lemon verbena tea has a bright, slightly sweet, herbaceous flavour with a hint of lemon. Its delicious taste makes it extremely popular amongst tea drinkers. It is also popularly taken to sooth the nerves and for weight loss. Benefits attributed to: - Aids in weight loss - Reduces joint pain - Boosts the immune system - Assists in reducing fever",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-LEMON-VERBENA-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,lemon-verbena-tea,Lemon Verbena Tea,,"Our first entrant in Blas na hEireann (2021) and our first Gold winner. It has a stunning taste and is beautifully calming. Lemon verbena tea has a bright, slightly sweet, herbaceous flavour with a hint of lemon. Its delicious taste makes it extremely popular amongst tea drinkers. It is also popularly taken to sooth the nerves and for weight loss. Benefits attributed to: - Aids in weight loss - Reduces joint pain - Boosts the immune system - Assists in reducing fever",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-LEMON-VERBENA-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,linden-tea,Linden Tea,,"Linden tea has a quite complex overall flavour. It is sweet with a pleasant delicate floral taste. The overall infusion is quite refreshing and has a very slight citrusy note to it. It has the ability to improve the immune system, detoxify the body and eliminate anxiety. Benefits attributed to: - Relieves anxiety and promotes relaxation - Prevents chronic diseases - Detoxifies the body - Reduces colds and flu",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-LINDEN-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,linden-tea,Linden Tea,,"Linden tea has a quite complex overall flavour. It is sweet with a pleasant delicate floral taste. The overall infusion is quite refreshing and has a very slight citrusy note to it. It has the ability to improve the immune system, detoxify the body and eliminate anxiety. Benefits attributed to: - Relieves anxiety and promotes relaxation - Prevents chronic diseases - Detoxifies the body - Reduces colds and flu",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-LINDEN-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,linden-tea,Linden Tea,,"Linden tea has a quite complex overall flavour. It is sweet with a pleasant delicate floral taste. The overall infusion is quite refreshing and has a very slight citrusy note to it. It has the ability to improve the immune system, detoxify the body and eliminate anxiety. Benefits attributed to: - Relieves anxiety and promotes relaxation - Prevents chronic diseases - Detoxifies the body - Reduces colds and flu",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-LINDEN-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,liquorice-tea,Liquorice Tea,,"Liquorice tea has a sweet flavour and full-bodied richness, and is similar to that of anise and fennel. Benefits attributed to: - Improves heartburn - Controlling high cholesterol - Treating high potassium levels - Easing muscle cramps",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-LIQUORICE-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,liquorice-tea,Liquorice Tea,,"Liquorice tea has a sweet flavour and full-bodied richness, and is similar to that of anise and fennel. Benefits attributed to: - Improves heartburn - Controlling high cholesterol - Treating high potassium levels - Easing muscle cramps",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-LIQUORICE-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,liquorice-tea,Liquorice Tea,,"Liquorice tea has a sweet flavour and full-bodied richness, and is similar to that of anise and fennel. Benefits attributed to: - Improves heartburn - Controlling high cholesterol - Treating high potassium levels - Easing muscle cramps",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-LIQUORICE-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,marrubium-tea,Marrubium Tea,,"Marrubium tea's flavour is often described as a middle ground between root beer and liquorice, having said that it does have a slightly bitter taste. It is extremely effective for lung and breathing problems including cough, whooping cough, asthma, tuberculosis and bronchitis. Benefits attributed to: - Protects and boosts the immune system - Extremely effective for lung and breathing problems - Excellent for coughs, whooping cough, asthma, tuberculosis and bronchitis. - Helps to manage diabetes",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-MARRUBIUM-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,marrubium-tea,Marrubium Tea,,"Marrubium tea's flavour is often described as a middle ground between root beer and liquorice, having said that it does have a slightly bitter taste. It is extremely effective for lung and breathing problems including cough, whooping cough, asthma, tuberculosis and bronchitis. Benefits attributed to: - Protects and boosts the immune system - Extremely effective for lung and breathing problems - Excellent for coughs, whooping cough, asthma, tuberculosis and bronchitis. - Helps to manage diabetes",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-MARRUBIUM-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,marrubium-tea,Marrubium Tea,,"Marrubium tea's flavour is often described as a middle ground between root beer and liquorice, having said that it does have a slightly bitter taste. It is extremely effective for lung and breathing problems including cough, whooping cough, asthma, tuberculosis and bronchitis. Benefits attributed to: - Protects and boosts the immune system - Extremely effective for lung and breathing problems - Excellent for coughs, whooping cough, asthma, tuberculosis and bronchitis. - Helps to manage diabetes",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-MARRUBIUM-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,mint-tea,Mint Tea,,"Our second entrant in Blas na hEireann / Irish Food Awards in 2022. We were delighted that it received the Bronze award. Mint tea has a slightly spicy peppermint flavour with a tiny bit of sweetness and a touch of minty flavour. The amazing health benefits of mint tea include improved digestion, weight loss, relief from nausea, depression, fatigue, and headache. It gives you a lovely clean and fresh smelling mouth, hence why it is used in toothpaste and to flavour sweets. Benefits attributed to: - Aids proper digestion and weight loss - Relief from nausea, depression, fatigue and headache - Treatment of asthma, memory loss and skin care problems (pimples) - Mouth and breath freshener",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-MINT-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,mint-tea,Mint Tea,,"Our second entrant in Blas na hEireann / Irish Food Awards in 2022. We were delighted that it received the Bronze award. Mint tea has a slightly spicy peppermint flavour with a tiny bit of sweetness and a touch of minty flavour. The amazing health benefits of mint tea include improved digestion, weight loss, relief from nausea, depression, fatigue, and headache. It gives you a lovely clean and fresh smelling mouth, hence why it is used in toothpaste and to flavour sweets. Benefits attributed to: - Aids proper digestion and weight loss - Relief from nausea, depression, fatigue and headache - Treatment of asthma, memory loss and skin care problems (pimples) - Mouth and breath freshener",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-MINT-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,mint-tea,Mint Tea,,"Our second entrant in Blas na hEireann / Irish Food Awards in 2022. We were delighted that it received the Bronze award. Mint tea has a slightly spicy peppermint flavour with a tiny bit of sweetness and a touch of minty flavour. The amazing health benefits of mint tea include improved digestion, weight loss, relief from nausea, depression, fatigue, and headache. It gives you a lovely clean and fresh smelling mouth, hence why it is used in toothpaste and to flavour sweets. Benefits attributed to: - Aids proper digestion and weight loss - Relief from nausea, depression, fatigue and headache - Treatment of asthma, memory loss and skin care problems (pimples) - Mouth and breath freshener",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-MINT-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,nettle-tea,Nettle Tea,,"Nettle tea tastes like mild spinach without the strong iron flavour. It's green and grassy-tasting, not unlike other dark leafy plants, with a slight peppery taste. It helps the body to process and flush away toxins, and cleans the kidneys and bladder to prevent and soothe urinary tract infections. Benefits attributed to: - Anti-inflammatory and antihistamine properties - Assists with urinary tract infections - Gives a radiant look - Acts as a face cleanser, helps with scars, blemishes and eczema",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-NETTLE-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,nettle-tea,Nettle Tea,,"Nettle tea tastes like mild spinach without the strong iron flavour. It's green and grassy-tasting, not unlike other dark leafy plants, with a slight peppery taste. It helps the body to process and flush away toxins, and cleans the kidneys and bladder to prevent and soothe urinary tract infections. Benefits attributed to: - Anti-inflammatory and antihistamine properties - Assists with urinary tract infections - Gives a radiant look - Acts as a face cleanser, helps with scars, blemishes and eczema",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-NETTLE-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,nettle-tea,Nettle Tea,,"Nettle tea tastes like mild spinach without the strong iron flavour. It's green and grassy-tasting, not unlike other dark leafy plants, with a slight peppery taste. It helps the body to process and flush away toxins, and cleans the kidneys and bladder to prevent and soothe urinary tract infections. Benefits attributed to: - Anti-inflammatory and antihistamine properties - Assists with urinary tract infections - Gives a radiant look - Acts as a face cleanser, helps with scars, blemishes and eczema",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-NETTLE-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,passion-flower-tea,Passion Flower Tea,,"Passion flower tea has a very mild taste with a slightly grassy, floral flavour to it and a little bit of an earthy note. It boasts many different benefits including the ability to reduce anxiety, treat sleep disorders, prevent depression, and stimulate the libido. It has tremendous calming effects. Benefits attributed to: - Reduces anxiety and nervousness - Great for a good night's sleep - Lowers blood pressure - Full of antioxidants",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-PASSION-FLOWER-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,passion-flower-tea,Passion Flower Tea,,"Passion flower tea has a very mild taste with a slightly grassy, floral flavour to it and a little bit of an earthy note. It boasts many different benefits including the ability to reduce anxiety, treat sleep disorders, prevent depression, and stimulate the libido. It has tremendous calming effects. Benefits attributed to: - Reduces anxiety and nervousness - Great for a good night's sleep - Lowers blood pressure - Full of antioxidants",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-PASSION-FLOWER-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,passion-flower-tea,Passion Flower Tea,,"Passion flower tea has a very mild taste with a slightly grassy, floral flavour to it and a little bit of an earthy note. It boasts many different benefits including the ability to reduce anxiety, treat sleep disorders, prevent depression, and stimulate the libido. It has tremendous calming effects. Benefits attributed to: - Reduces anxiety and nervousness - Great for a good night's sleep - Lowers blood pressure - Full of antioxidants",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-PASSION-FLOWER-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,rooibos-tea,Rooibos Tea,,"Rooibos tea is incredibly smooth and gentle with a natural sweetness and slightly nutty taste, when brewed for longer it is full-bodied and rich. Consumed in southern Africa for centuries, it has become a beloved drink around the world. It is known for its beneficial effects on those suffering from colic or diabetes, and it has the potential to alleviate headaches. Benefits attributed to: - Packed with antioxidants and polyphenols - Boosts heart health - Benefits people with type 2 diabetes - Aids bone health",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-ROOIBOS-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,rooibos-tea,Rooibos Tea,,"Rooibos tea is incredibly smooth and gentle with a natural sweetness and slightly nutty taste, when brewed for longer it is full-bodied and rich. Consumed in southern Africa for centuries, it has become a beloved drink around the world. It is known for its beneficial effects on those suffering from colic or diabetes, and it has the potential to alleviate headaches. Benefits attributed to: - Packed with antioxidants and polyphenols - Boosts heart health - Benefits people with type 2 diabetes - Aids bone health",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-ROOIBOS-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,rooibos-tea,Rooibos Tea,,"Rooibos tea is incredibly smooth and gentle with a natural sweetness and slightly nutty taste, when brewed for longer it is full-bodied and rich. Consumed in southern Africa for centuries, it has become a beloved drink around the world. It is known for its beneficial effects on those suffering from colic or diabetes, and it has the potential to alleviate headaches. Benefits attributed to: - Packed with antioxidants and polyphenols - Boosts heart health - Benefits people with type 2 diabetes - Aids bone health",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-ROOIBOS-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,prince-mixture-tea,Prince Mixture Tea,,"Gold winner in Blas na hEireann / Irish Food Awards in 2025 in the Herbal and Fruit Tea Category. A delicious blend of chamomile, hibiscus, rose petals and rose hip. This gold winner offers powerful antioxidants, boosts immunity with high Vitamin C, reduces inflammation (especially joint pain), aids digestion, promotes relaxation (lowering stress/anxiety), and supports skin health by improving hydration and collagen. The floral aroma calms the mind, while compounds like polyphenols and flavonoids fight free radicals, helping protect against chronic diseases",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-PRINCE-MIX-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,prince-mixture-tea,Prince Mixture Tea,,"Gold winner in Blas na hEireann / Irish Food Awards in 2025 in the Herbal and Fruit Tea Category. A delicious blend of chamomile, hibiscus, rose petals and rose hip. This gold winner offers powerful antioxidants, boosts immunity with high Vitamin C, reduces inflammation (especially joint pain), aids digestion, promotes relaxation (lowering stress/anxiety), and supports skin health by improving hydration and collagen. The floral aroma calms the mind, while compounds like polyphenols and flavonoids fight free radicals, helping protect against chronic diseases",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-PRINCE-MIX-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,prince-mixture-tea,Prince Mixture Tea,,"Gold winner in Blas na hEireann / Irish Food Awards in 2025 in the Herbal and Fruit Tea Category. A delicious blend of chamomile, hibiscus, rose petals and rose hip. This gold winner offers powerful antioxidants, boosts immunity with high Vitamin C, reduces inflammation (especially joint pain), aids digestion, promotes relaxation (lowering stress/anxiety), and supports skin health by improving hydration and collagen. The floral aroma calms the mind, while compounds like polyphenols and flavonoids fight free radicals, helping protect against chronic diseases",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-PRINCE-MIX-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,sage-tea,Sage Tea,,"Sage tea offers a delicate, sweet flavour that has earthy notes. It has a fragrant aroma and lends a warming feeling. It is full of antioxidants and anti-inflammatory compounds and helps to promote skin, oral, and brain health. Benefits attributed to: - Excellent for sore throats, coughs and colds - Strengthens the nervous system - Boosts the memory - Sharpens the senses",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-SAGE-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,sage-tea,Sage Tea,,"Sage tea offers a delicate, sweet flavour that has earthy notes. It has a fragrant aroma and lends a warming feeling. It is full of antioxidants and anti-inflammatory compounds and helps to promote skin, oral, and brain health. Benefits attributed to: - Excellent for sore throats, coughs and colds - Strengthens the nervous system - Boosts the memory - Sharpens the senses",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-SAGE-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,sage-tea,Sage Tea,,"Sage tea offers a delicate, sweet flavour that has earthy notes. It has a fragrant aroma and lends a warming feeling. It is full of antioxidants and anti-inflammatory compounds and helps to promote skin, oral, and brain health. Benefits attributed to: - Excellent for sore throats, coughs and colds - Strengthens the nervous system - Boosts the memory - Sharpens the senses",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-SAGE-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,shepherds-tea,Shepherd's Tea,,"Greek mountain Tea or Shephard's Tea has a beautiful earthy taste with a slight floral scent. It is made from a native Greek mountain herb known as sideritis. It helps to boost the immune system, fight flu symptoms and stress-related ailments such as chest infections, a foggy head, digestive complaints, fatigue and anxiety. Benefits attributed to: - Full of flavonoids, powerful antioxidants with anti-inflammatory and immune system benefits - Rich in natural antioxidants - Anti-microbial/ kills or inhibits the growth of micro organisms - Anti-inflammatory",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-SHEPHERDS-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,shepherds-tea,Shepherd's Tea,,"Greek mountain Tea or Shephard's Tea has a beautiful earthy taste with a slight floral scent. It is made from a native Greek mountain herb known as sideritis. It helps to boost the immune system, fight flu symptoms and stress-related ailments such as chest infections, a foggy head, digestive complaints, fatigue and anxiety. Benefits attributed to: - Full of flavonoids, powerful antioxidants with anti-inflammatory and immune system benefits - Rich in natural antioxidants - Anti-microbial/ kills or inhibits the growth of micro organisms - Anti-inflammatory",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-SHEPHERDS-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,shepherds-tea,Shepherd's Tea,,"Greek mountain Tea or Shephard's Tea has a beautiful earthy taste with a slight floral scent. It is made from a native Greek mountain herb known as sideritis. It helps to boost the immune system, fight flu symptoms and stress-related ailments such as chest infections, a foggy head, digestive complaints, fatigue and anxiety. Benefits attributed to: - Full of flavonoids, powerful antioxidants with anti-inflammatory and immune system benefits - Rich in natural antioxidants - Anti-microbial/ kills or inhibits the growth of micro organisms - Anti-inflammatory",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-SHEPHERDS-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,strawberry-kiwi-tea,Strawberry Kiwi Tea,,"Awarded Gold at Blas na hEireann / Irish Food Awards in 2025. We received double gold in 2025 in the Herbal and Fruit Tea category. The Strawberry Kiwi tea was entered as a 'Cold Brew', simply make up a hot brew as normal (taste some if you want) and then let it go cold and serve it with ice and a mint leaf. Tasting sweet, tangy, and refreshing hot or iced. It is rich in antioxidants (Vitamin C, beta-carotene) for immunity and cell protection. Benefits attributed to: -Supports digestion -Boosts energy -Aids heart health (via lower cholesterol/blood pressure)",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-STRAWBERRY-KIWI-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,strawberry-kiwi-tea,Strawberry Kiwi Tea,,"Awarded Gold at Blas na hEireann / Irish Food Awards in 2025. We received double gold in 2025 in the Herbal and Fruit Tea category. The Strawberry Kiwi tea was entered as a 'Cold Brew', simply make up a hot brew as normal (taste some if you want) and then let it go cold and serve it with ice and a mint leaf. Tasting sweet, tangy, and refreshing hot or iced. It is rich in antioxidants (Vitamin C, beta-carotene) for immunity and cell protection. Benefits attributed to: -Supports digestion -Boosts energy -Aids heart health (via lower cholesterol/blood pressure)",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-STRAWBERRY-KIWI-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,strawberry-kiwi-tea,Strawberry Kiwi Tea,,"Awarded Gold at Blas na hEireann / Irish Food Awards in 2025. We received double gold in 2025 in the Herbal and Fruit Tea category. The Strawberry Kiwi tea was entered as a 'Cold Brew', simply make up a hot brew as normal (taste some if you want) and then let it go cold and serve it with ice and a mint leaf. Tasting sweet, tangy, and refreshing hot or iced. It is rich in antioxidants (Vitamin C, beta-carotene) for immunity and cell protection. Benefits attributed to: -Supports digestion -Boosts energy -Aids heart health (via lower cholesterol/blood pressure)",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-STRAWBERRY-KIWI-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,senna-tea,Senna Tea,,"Senna tea can be slightly sweet, but it does also have bitter undertones. It can treat constipation, and may also help treat haemorrhoids that occur as a result of chronic constipation. It is also thought to have both anti-inflammatory and anti-parasitic properties. Benefits attributed to: - Helps with constipation and haemorrhoids - Aids with indigestion - Great for detoxing and weight loss - Helps with eczema and acne",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-SENNA-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,senna-tea,Senna Tea,,"Senna tea can be slightly sweet, but it does also have bitter undertones. It can treat constipation, and may also help treat haemorrhoids that occur as a result of chronic constipation. It is also thought to have both anti-inflammatory and anti-parasitic properties. Benefits attributed to: - Helps with constipation and haemorrhoids - Aids with indigestion - Great for detoxing and weight loss - Helps with eczema and acne",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-SENNA-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,senna-tea,Senna Tea,,"Senna tea can be slightly sweet, but it does also have bitter undertones. It can treat constipation, and may also help treat haemorrhoids that occur as a result of chronic constipation. It is also thought to have both anti-inflammatory and anti-parasitic properties. Benefits attributed to: - Helps with constipation and haemorrhoids - Aids with indigestion - Great for detoxing and weight loss - Helps with eczema and acne",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-SENNA-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
,thyme-tea,Thyme Tea,,"Thyme tea has a very earthy rich flavour with subtle mint undertones. The aroma of thyme is very subtle and rather dry. Unlike many other herbs and spices, it isn't particularly aromatic. It helps to stimulate the memory, ease headaches and muscle tension, soothe coughs, relieve fevers, and fight colds and infections. Benefits attributed to: - Lowers blood pressure - Boosts your immune system - Excellent for skin problems like acne and eczema - Promotes cognitive health",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,50g,TEA-THYME-50G,,TRUE,FALSE,,,,,,,,,8.75,7.5,Size,50g,,
,thyme-tea,Thyme Tea,,"Thyme tea has a very earthy rich flavour with subtle mint undertones. The aroma of thyme is very subtle and rather dry. Unlike many other herbs and spices, it isn't particularly aromatic. It helps to stimulate the memory, ease headaches and muscle tension, soothe coughs, relieve fevers, and fight colds and infections. Benefits attributed to: - Lowers blood pressure - Boosts your immune system - Excellent for skin problems like acne and eczema - Promotes cognitive health",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,100g,TEA-THYME-100G,,TRUE,FALSE,,,,,,,,,15,12.9,Size,100g,,
,thyme-tea,Thyme Tea,,"Thyme tea has a very earthy rich flavour with subtle mint undertones. The aroma of thyme is very subtle and rather dry. Unlike many other herbs and spices, it isn't particularly aromatic. It helps to stimulate the memory, ease headaches and muscle tension, soothe coughs, relieve fevers, and fight colds and infections. Benefits attributed to: - Lowers blood pressure - Boosts your immune system - Excellent for skin problems like acne and eczema - Promotes cognitive health",published,,50,,,,,,,,default,TRUE,,pcat_01KEHWW17PHFG1R5WWMK8M99AZ,,,TRUE,,,250g,TEA-THYME-250G,,TRUE,FALSE,,,,,,,,,35,30,Size,250g,,
